name,sequence,file,platform,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,dist_reverb_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,spatialized,type,probability,loop,masterslave,loadspec,reverb_falloff_curve,subtitle,compression,randomize_type,secondaryaliasname,chainaliasname,volumefalloffcurve,probability,startdelay,speakermap,reverb_send,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,occlusion_level,real_delay,distance_lpf,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler
RU_1mc_overtime,1,voiceovers\mp\ru\RU_1mc_overtime_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_lastchance,1,voiceovers\mp\ru\RU_1mc_lastchance_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_boost,1,voiceovers\mp\ru\RU_1mc_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_boost,2,voiceovers\mp\ru\RU_1mc_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_boost,3,voiceovers\mp\ru\RU_1mc_boost_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_boost,4,voiceovers\mp\ru\RU_1mc_boost_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_tdm_boost,1,voiceovers\mp\ru\RU_1mc_tdm_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_tdm_boost,2,voiceovers\mp\ru\RU_1mc_tdm_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_vtdm_boost,1,voiceovers\mp\ru\RU_1mc_vtdm_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_vtdm_boost,2,voiceovers\mp\ru\RU_1mc_vtdm_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_ffa_boost,1,voiceovers\mp\ru\RU_1mc_ffa_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_ffa_boost,2,voiceovers\mp\ru\RU_1mc_ffa_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_overtime_boost,1,voiceovers\mp\ru\RU_1mc_overtime_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_lastchance_boost,1,voiceovers\mp\ru\RU_1mc_lastchance_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_suddendeath_boost,1,voiceovers\mp\ru\RU_1mc_suddendeath_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_winning,1,voiceovers\mp\ru\RU_1mc_winning_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_losing,1,voiceovers\mp\ru\RU_1mc_losing_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_losing,2,voiceovers\mp\ru\RU_1mc_losing_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_timesup,1,voiceovers\mp\ru\RU_1mc_timesup_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_timesup,2,voiceovers\mp\ru\RU_1mc_timesup_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_timesup,3,voiceovers\mp\ru\RU_1mc_timesup_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_draw,1,voiceovers\mp\ru\RU_1mc_draw_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_mission_success,1,voiceovers\mp\ru\RU_1mc_mission_success_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_mission_success,2,voiceovers\mp\ru\RU_1mc_mission_success_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_mission_fail,1,voiceovers\mp\ru\RU_1mc_mission_fail_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_mission_fail,2,voiceovers\mp\ru\RU_1mc_mission_fail_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_encourage_win,1,voiceovers\mp\ru\RU_1mc_encourage_win_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_encourage_lost,1,voiceovers\mp\ru\RU_1mc_encourage_lost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_encourage_win,2,voiceovers\mp\ru\RU_1mc_encourage_win_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_encourage_lost,2,voiceovers\mp\ru\RU_1mc_encourage_lost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_radar,1,voiceovers\mp\ru\RU_1mc_radar_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_radar,2,voiceovers\mp\ru\RU_1mc_radar_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_ourradaronline,1,voiceovers\mp\ru\RU_1mc_ourradaronline_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_enemyradar,1,voiceovers\mp\ru\RU_1mc_enemyradar_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_artillery,1,voiceovers\mp\ru\RU_1mc_artillery_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_artillery,2,voiceovers\mp\ru\RU_1mc_artillery_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_friendlyartillery,1,voiceovers\mp\ru\RU_1mc_friendlyartillery_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_enemyartillery,1,voiceovers\mp\ru\RU_1mc_enemyartillery_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_dogsupport,1,voiceovers\mp\ru\RU_1mc_dogsupport_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_dogsupport,2,voiceovers\mp\ru\RU_1mc_dogsupport_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_friendlydogs,1,voiceovers\mp\ru\RU_1mc_friendlydogs_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_enemydogs,1,voiceovers\mp\ru\RU_1mc_enemydogs_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_4thkillstreak,1,voiceovers\mp\ru\RU_1mc_4thkillstreak_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_4thkillstreak,2,voiceovers\mp\ru\RU_1mc_4thkillstreak_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_friendly4th,1,voiceovers\mp\ru\RU_1mc_friendly4th_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_enemy4th,1,voiceovers\mp\ru\RU_1mc_enemy4th_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_hq_located,1,voiceovers\mp\ru\RU_1mc_hq_located_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_hq_located,2,voiceovers\mp\ru\RU_1mc_hq_located_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_capture_obj,1,voiceovers\mp\ru\RU_1mc_capture_obj_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_capture_obj,2,voiceovers\mp\ru\RU_1mc_capture_obj_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_hq_secured,1,voiceovers\mp\ru\RU_1mc_hq_secured_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_hq_secured,2,voiceovers\mp\ru\RU_1mc_hq_secured_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_hq_defend,1,voiceovers\mp\ru\RU_1mc_hq_defend_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_hq_defend,2,voiceovers\mp\ru\RU_1mc_hq_defend_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_bomb_taken,1,voiceovers\mp\ru\RU_1mc_bomb_taken_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_halftime,1,voiceovers\mp\ru\RU_1mc_halftime_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_bomb_planted,1,voiceovers\mp\ru\RU_1mc_bomb_planted_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_bomb_planted,2,voiceovers\mp\ru\RU_1mc_bomb_planted_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_bomb_defused,1,voiceovers\mp\ru\RU_1mc_bomb_defused_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_bomb_defused,2,voiceovers\mp\ru\RU_1mc_bomb_defused_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wetake_flag,1,voiceovers\mp\ru\RU_1mc_wetake_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wetake_flag,2,voiceovers\mp\ru\RU_1mc_wetake_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theytake_flag,1,voiceovers\mp\ru\RU_1mc_theytake_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theytake_flag,2,voiceovers\mp\ru\RU_1mc_theytake_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wedrop_flag,1,voiceovers\mp\ru\RU_1mc_wedrop_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wedrop_flag,2,voiceovers\mp\ru\RU_1mc_wedrop_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theydrop_flag,1,voiceovers\mp\ru\RU_1mc_theydrop_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theydrop_flag,2,voiceovers\mp\ru\RU_1mc_theydrop_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wereturn_flag,1,voiceovers\mp\ru\RU_1mc_wereturn_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wereturn_flag,2,voiceovers\mp\ru\RU_1mc_wereturn_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theyreturn_flag,1,voiceovers\mp\ru\RU_1mc_theyreturn_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theyreturn_flag,2,voiceovers\mp\ru\RU_1mc_theyreturn_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wecap_flag,1,voiceovers\mp\ru\RU_1mc_wecap_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_wecap_flag,2,voiceovers\mp\ru\RU_1mc_wecap_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theycap_flag,1,voiceovers\mp\ru\RU_1mc_theycap_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_theycap_flag,2,voiceovers\mp\ru\RU_1mc_theycap_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_ctf,1,voiceovers\mp\ru\RU_1mc_ctf_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_ctf_boost,1,voiceovers\mp\ru\RU_1mc_ctf_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_securing_flag,1,voiceovers\mp\ru\RU_1mc_securing_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_securing_flag,2,voiceovers\mp\ru\RU_1mc_securing_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_securing_flag,3,voiceovers\mp\ru\RU_1mc_securing_flag_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_secure_flag,1,voiceovers\mp\ru\RU_1mc_secure_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_secure_flag,2,voiceovers\mp\ru\RU_1mc_secure_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_secure_flag,3,voiceovers\mp\ru\RU_1mc_secure_flag_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_losing_flag,1,voiceovers\mp\ru\RU_1mc_losing_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_losing_flag,2,voiceovers\mp\ru\RU_1mc_losing_flag_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_losing_flag,3,voiceovers\mp\ru\RU_1mc_losing_flag_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
RU_1mc_lost_flag,1,voiceovers\mp\ru\RU_1mc_lost_flag_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_asylum mp_dome mp_downfall mp_nachtfeuer mp_outskirts mp_roundhouse mp_seelow mp_suburban mp_wetlands,,,,,,,,,,,0,,1
