Ber1_IGD_033A_COMM,,voiceovers\ber1\mast\Ber1_IGD_033A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_033A_COMM
Ber1_IGD_101A_RUR1,,voiceovers\ber1\mast\Ber1_IGD_101A_RUR1.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_101A_RUR1
Ber1_IGD_102A_RUR2,,voiceovers\ber1\mast\Ber1_IGD_102A_RUR2.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_102A_RUR2
Ber1_IGD_103A_RUR1,,voiceovers\ber1\mast\Ber1_IGD_103A_RUR1.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_103A_RUR1
Ber1_IGD_104A_RUR3,,voiceovers\ber1\mast\Ber1_IGD_104A_RUR3.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_104A_RUR3
Ber1_IGD_105A_GER1,,voiceovers\ber1\mast\Ber1_IGD_105A_GER1.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber1_IGD_106A_GER1,,voiceovers\ber1\mast\Ber1_IGD_106A_GER1.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber1_IGD_107A_GER2,,voiceovers\ber1\mast\Ber1_IGD_107A_GER2.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber1_IGD_108A_GER2,,voiceovers\ber1\mast\Ber1_IGD_108A_GER2_A.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber1_IGD_109A_GER3,,voiceovers\ber1\mast\Ber1_IGD_109A_GER3_A.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber1_IGD_110A_GER3,,voiceovers\ber1\mast\Ber1_IGD_110A_GER3_A.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber1_IGD_034A_CHER,,voiceovers\ber1\mast\Ber1_IGD_034A_CHER.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_034A_CHER
Ber1_IGD_035A_REZN,,voiceovers\ber1\mast\Ber1_IGD_035A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_035A_REZN
Ber1_IGD_036A_COMM,,voiceovers\ber1\mast\Ber1_IGD_036A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_036A_COMM
Ber1_IGD_037A_CHER,,voiceovers\ber1\mast\Ber1_IGD_037A_CHER.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_037A_CHER
Ber1_IGD_038A_REZN,,voiceovers\ber1\mast\Ber1_IGD_038A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_038A_REZN
Ber1_IGD_039A_REZN,,voiceovers\ber1\mast\Ber1_IGD_039A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_039A_REZN
Ber1_IGD_040A_REZN,,voiceovers\ber1\mast\Ber1_IGD_040A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_040A_REZN
Ber1_IGD_041A_COMM,,voiceovers\ber1\mast\Ber1_IGD_041A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_041A_COMM
Ber1_IGD_042A_REZN,,voiceovers\ber1\mast\Ber1_IGD_042A_REZN_A.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_042A_REZN_A
#Ber1_IGD_043A_CHER,,voiceovers\ber1\mast\Ber1_IGD_043A_CHER.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_043A_CHER
Ber1_IGD_043A_REZN,,voiceovers\ber1\mast\Ber1_IGD_043A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_043A_REZN
#Ber1_IGD_044A_REZN,,voiceovers\ber1\mast\Ber1_IGD_044A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_044A_REZN
Ber1_IGD_045A_REZN,,voiceovers\ber1\mast\Ber1_IGD_045A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_045A_REZN
Ber1_IGD_046A_REZN,,voiceovers\ber1\mast\Ber1_IGD_046A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_046A_REZN
Ber1_IGD_047A_REZN,,voiceovers\ber1\mast\Ber1_IGD_047A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_047A_REZN
Ber1_IGD_300A_REZN,,voiceovers\ber1\mast\Ber1_IGD_300A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_300A_REZN
Ber1_IGD_301A_REZN,,voiceovers\ber1\mast\Ber1_IGD_301A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_301A_REZN
Ber1_IGD_048A_REZN,,voiceovers\ber1\mast\Ber1_IGD_048A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_048A_REZN
Ber1_IGD_049A_REZN,,voiceovers\ber1\mast\Ber1_IGD_049A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_049A_REZN
Ber1_IGD_050A_CHER,,voiceovers\ber1\mast\Ber1_IGD_050A_CHER.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_050A_CHER
Ber1_IGD_051A_COMM,,voiceovers\ber1\mast\Ber1_IGD_051A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_051A_COMM
Ber1_IGD_052A_COMM,,voiceovers\ber1\mast\Ber1_IGD_052A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_052A_COMM
Ber1_IGD_200A_REZN,,voiceovers\ber1\mast\Ber1_IGD_200A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_200A_REZN
Ber1_IGD_201A_REZN,,voiceovers\ber1\mast\Ber1_IGD_201A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_201A_REZN
Ber1_IGD_053A_REZN,,voiceovers\ber1\mast\Ber1_IGD_053A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_053A_REZN
Ber1_IGD_054A_REZN,,voiceovers\ber1\mast\Ber1_IGD_054A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_054A_REZN
Ber1_IGD_055A_REZN,,voiceovers\ber1\mast\Ber1_IGD_055A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_055A_REZN
Ber1_IGD_056A_REZN,,voiceovers\ber1\mast\Ber1_IGD_056A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_056A_REZN
Ber1_IGD_057A_CHER,,voiceovers\ber1\mast\Ber1_IGD_057A_CHER_A.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_057A_CHER_A
Ber1_IGD_058A_REZN,,voiceovers\ber1\mast\Ber1_IGD_058A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_058A_REZN
Ber1_IGD_059A_REZN,,voiceovers\ber1\mast\Ber1_IGD_059A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_059A_REZN
Ber1_IGD_060A_REZN,,voiceovers\ber1\mast\Ber1_IGD_060A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_060A_REZN
Ber1_IGD_061A_REZN,,voiceovers\ber1\mast\Ber1_IGD_061A_REZN.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_061A_REZN
Ber1_IGD_062A_COMM,,voiceovers\ber1\mast\Ber1_IGD_062A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_062A_COMM
Ber1_IGD_063A_COMM,,voiceovers\ber1\mast\Ber1_IGD_063A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_063A_COMM
Ber1_IGD_064A_COMM,,voiceovers\ber1\mast\Ber1_IGD_064A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_064A_COMM
Ber1_IGD_065A_COMM,,voiceovers\ber1\mast\Ber1_IGD_065A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_065A_COMM
Ber1_IGD_066A_COMM,,voiceovers\ber1\mast\Ber1_IGD_066A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_066A_COMM
Ber1_IGD_067A_COMM,,voiceovers\ber1\mast\Ber1_IGD_067A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_067A_COMM
Ber1_IGD_068A_COMM,,voiceovers\ber1\mast\Ber1_IGD_068A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_068A_COMM
Ber1_IGD_069A_COMM,,voiceovers\ber1\mast\Ber1_IGD_069A_COMM.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,2d,streamed,,,master,,,,,,,music_all,,1,,,,0,,,,,,100,100,0.25,1,SUBTITLE_Ber1_IGD_069A_COMM
See1_IGD_700A_RURS,,voiceovers\see1\See1_IGD_700A_RURS.wav,,1,1,250,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_700A_RURS
