See1_IGD_128A_CHER,,,voiceovers\see1\mast\See1_IGD_128B_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_128B_CHER
See1_IGD_129A_REZN,,,voiceovers\see1\mast\See1_IGD_129A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_129A_REZN
See1_IGD_130A_REZN,,,voiceovers\see1\mast\See1_IGD_130A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_130A_REZN
See1_IGD_131A_CHER,,,voiceovers\see1\mast\See1_IGD_131A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_131A_CHER
See1_IGD_132A_REZN,,,voiceovers\see1\mast\See1_IGD_132A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_132A_REZN
See1_IGD_055A_REZN,,,voiceovers\see1\mast\See1_IGD_055A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_055A_REZN_A
See1_IGD_057A_REZN,,,voiceovers\see1\mast\See1_IGD_057A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_057A_REZN
See1_IGD_058A_REZN,,,voiceovers\see1\mast\See1_IGD_058A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_058A_REZN
See1_IGD_133A_REZN,,,voiceovers\see1\mast\See1_IGD_133A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_133A_REZN
See1_IGD_134A_REZN,,,voiceovers\see1\mast\See1_IGD_134A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_134A_REZN
See1_IGD_300A_REZN,,,voiceovers\see1\mast\See1_IGD_300A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_300A_REZN
See1_IGD_135A_REZN,,,voiceovers\see1\mast\See1_IGD_135A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_135A_REZN
See1_IGD_136A_REZN,,,voiceovers\see1\mast\See1_IGD_136A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_136A_REZN
See1_IGD_301A_REZN,,,voiceovers\see1\mast\See1_IGD_301A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_301A_REZN
See1_IGD_302A_REZN,,,voiceovers\see1\mast\See1_IGD_302A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_302A_REZN
See1_IGD_137A_CHER,,,voiceovers\see1\mast\See1_IGD_137A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_137A_CHER
See1_IGD_138A_CHER,,,voiceovers\see1\mast\See1_IGD_138A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_138A_CHER
See1_IGD_139A_REZN,,,voiceovers\see1\mast\See1_IGD_139A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_139A_REZN
See1_IGD_140A_REZN,,,voiceovers\see1\mast\See1_IGD_140A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_140A_REZN
See1_IGD_059A_REZN,,,voiceovers\see1\mast\See1_IGD_059A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_059A_REZN_A
See1_IGD_060A_REZN,,,voiceovers\see1\mast\See1_IGD_060A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_060A_REZN_A
See1_IGD_061A_REZN,,,voiceovers\see1\mast\See1_IGD_061A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_061A_REZN
See1_IGD_062A_REZN,,,voiceovers\see1\mast\See1_IGD_062A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_062A_REZN_A
See1_IGD_063A_REZN,,,voiceovers\see1\mast\See1_IGD_063A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_063A_REZN
See1_IGD_141A_REZN,,,voiceovers\see1\mast\See1_IGD_141A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_141A_REZN
See1_IGD_142A_REZN,,,voiceovers\see1\mast\See1_IGD_142A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_142A_REZN
See1_IGD_143A_REZN,,,voiceovers\see1\mast\See1_IGD_143A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_143A_REZN
See1_IGD_144A_CHER,,,voiceovers\see1\mast\See1_IGD_144A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_144A_CHER
See1_IGD_145A_REZN,,,voiceovers\see1\mast\See1_IGD_145A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_145A_REZN
See1_IGD_146A_REZN,,,voiceovers\see1\mast\See1_IGD_146A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_146A_REZN
See1_IGD_147A_CHER,,,voiceovers\see1\mast\See1_IGD_147A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_147A_CHER
See1_IGD_148A_REZN,,,voiceovers\see1\mast\See1_IGD_148A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_148A_REZN
See1_IGD_149A_REZN,,,voiceovers\see1\mast\See1_IGD_149A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_149A_REZN
See1_IGD_150A_REZN,,,voiceovers\see1\mast\See1_IGD_150A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_150A_REZN
See1_IGD_151A_REZN,,,voiceovers\see1\mast\See1_IGD_151A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_151A_REZN
#See1_IGD_700A_RURS,,,voiceovers\see1\mast\See1_IGD_700A_RURS.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_700A_RURS
#See1_IGD_701A_RURS,,,voiceovers\see1\mast\See1_IGD_701A_RURS.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_701A_RURS
#See1_IGD_702A_RURS,,,voiceovers\see1\mast\See1_IGD_702A_RURS.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_702A_RURS
#See1_IGD_703A_RURS,,,voiceovers\see1\mast\See1_IGD_703A_RURS.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_703A_RURS
#See1_IGD_200A_REZN,,,voiceovers\see1\mast\See1_IGD_200A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_200A_REZN
See1_IGD_200B_REZN,,,voiceovers\see1\mast\See1_IGD_200B_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_200B_REZN
See1_IGD_200C_REZN,,,voiceovers\see1\mast\See1_IGD_200C_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_200C_REZN
#battle_cry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See1_IGD_700A_RURS,,,voiceovers\see1\See1_IGD_700A_RURS.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,1,5000,,,1,1,,3d,streamed,,,,see1,,,,,,,,,,,,0.3,,,no,,,100,100,0.25,1,
See1_IGD_701A_RURS,,,voiceovers\see1\See1_IGD_701A_RURS.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,1,5000,,,1,1,,3d,streamed,,,,see1,,,,,,,,,,,,0.3,,,no,,,100,100,0.25,1,
#chant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See1_IGD_702A_RURS,,,voiceovers\see1\See1_IGD_702A_RURS.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1,
#outro walla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See1_IGD_703A_RURS,,,voiceovers\see1\See1_IGD_703A_RURS.wav,,0.7,0.7,2000,3000,,,,,voice,,curve5,1,5000,,,1,1,,3d,streamed,,looping,,see1,,,,,,,,,,,,0.2,,,no,,,100,100,0.25,1
#outro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#see1_OUT_000A_REZN,,,voiceovers\see1\See1_OUT_000A_REZN_A.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_001A_RUR1,,,voiceovers\see1\temp\See1_OUT_001A_RUR1.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_002A_RUR2,,,voiceovers\see1\temp\See1_OUT_002A_RUR2.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_003A_RUR2,,,voiceovers\see1\temp\See1_OUT_003A_RUR2.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_004A_RUR2,,,voiceovers\see1\temp\See1_OUT_004A_RUR2.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_005A_RUR1,,,voiceovers\see1\temp\See1_OUT_005A_RUR1.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_006A_RUR1,,,voiceovers\see1\temp\See1_OUT_006A_RUR1.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_007A_CHER,,,voiceovers\see1\temp\See1_OUT_007A_CHER.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#See1_OUT_008A_RUR2,,,voiceovers\see1\temp\See1_OUT_008A_RUR2.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#see1_OUT_009A_REZN,,,voiceovers\see1\See1_OUT_009A_REZN_A.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#see1_OUT_010A_REZN,,,voiceovers\see1\See1_OUT_010A_REZN_B.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#see1_OUT_011A_REZN,,,voiceovers\see1\See1_OUT_011A_REZN_B.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1
#see1_OUT_012A_REZN,,,voiceovers\see1\See1_OUT_012A_REZN_A.wav,,0.95,0.95,2000,3000,,,,,voice,,curve5,,5000,,,1,1,,3d,streamed,,,0.7,see1,,,,,,,,,,,,,,,no,,,100,100,0.25,1


halftrack_engine_high,,,SFX/null.wav,,0,0,,,1,reject,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,music,,,,,,,,,,,,100,100,0.25,1
halftrack_idle_low,,,SFX/null.wav,,0,0,,,1,reject,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,music,,,,,,,,,,,,100,100,0.25,1
temp_sound,,,SFX/null.wav,,0,0,,,1,reject,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,music,,,,,,,,,,,,100,100,0.25,1
