Ber2_IGD_012A_GMP1,,voiceovers\ber2\mast\Ber2_IGD_012A_GMP1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_013A_GMP2,,voiceovers\ber2\mast\Ber2_IGD_013A_GMP2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_014A_GMP1,,voiceovers\ber2\mast\Ber2_IGD_014A_GMP1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_015A_TEOP,,voiceovers\ber2\mast\Ber2_IGD_015A_TEOP_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_016A_GMP2,,voiceovers\ber2\mast\Ber2_IGD_016A_GMP2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_017A_GMP2,,voiceovers\ber2\mast\Ber2_IGD_017A_GMP2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_018A_TEOP,,voiceovers\ber2\mast\Ber2_IGD_018A_TEOP_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_019A_GMP1,,voiceovers\ber2\mast\Ber2_IGD_019A_GMP1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_020A_GMP2,,voiceovers\ber2\mast\Ber2_IGD_020A_GMP2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_021A_GMP2,,voiceovers\ber2\mast\Ber2_IGD_021A_GMP2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_022A_REZN,,voiceovers\ber2\mast\Ber2_IGD_022A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_022A_REZN_A
Ber2_IGD_023A_REZN,,voiceovers\ber2\mast\Ber2_IGD_023A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_023A_REZN_A
Ber2_IGD_024A_REZN,,voiceovers\ber2\mast\Ber2_IGD_024A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_024A_REZN_B
Ber2_IGD_025A_REZN,,voiceovers\ber2\mast\Ber2_IGD_025A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_025A_REZN_A
Ber2_IGD_026A_REZN,,voiceovers\ber2\mast\Ber2_IGD_026A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_026A_REZN
Ber2_IGD_027A_REZN,,voiceovers\ber2\mast\Ber2_IGD_027A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_027A_REZN_A
Ber2_IGD_028A_REZN,,voiceovers\ber2\mast\Ber2_IGD_028A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_028A_REZN
Ber2_IGD_029A_REZN,,voiceovers\ber2\mast\Ber2_IGD_029A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_029A_REZN
Ber2_IGD_030A_REZN,,voiceovers\ber2\mast\Ber2_IGD_030A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_030A_REZN
Ber2_IGD_031A_REZN,,voiceovers\ber2\mast\Ber2_IGD_031A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_031A_REZN
Ber2_IGD_032A_REZN,,voiceovers\ber2\mast\Ber2_IGD_032A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_032A_REZN_B
Ber2_IGD_033A_REZN,,voiceovers\ber2\mast\Ber2_IGD_033A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_033A_REZN
Ber2_IGD_034A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_034A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_034A_RUR1
Ber2_IGD_035A_GER2,,voiceovers\ber2\mast\Ber2_IGD_035A_GER2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_035A_GER2
Ber2_IGD_036A_GER3,,voiceovers\ber2\mast\Ber2_IGD_036A_GER3_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_037A_GER2,,voiceovers\ber2\mast\Ber2_IGD_037A_GER2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_038A_RUR3,,voiceovers\ber2\mast\Ber2_IGD_038A_RUR3.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_038A_RUR3
Ber2_IGD_039A_REZN,,voiceovers\ber2\mast\Ber2_IGD_039A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_039A_REZN_A
Ber2_IGD_040A_CHER,,voiceovers\ber2\mast\Ber2_IGD_040A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_040A_CHER
Ber2_IGD_041A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_041A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_041A_RUR1
Ber2_IGD_042A_REZN,,voiceovers\ber2\mast\Ber2_IGD_042A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_042A_REZN
Ber2_IGD_043A_REZN,,voiceovers\ber2\mast\Ber2_IGD_043B_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_043B_REZN
Ber2_IGD_044A_REZN,,voiceovers\ber2\mast\Ber2_IGD_044A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_044A_REZN
Ber2_IGD_045A_CHER,,voiceovers\ber2\mast\Ber2_IGD_045A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_045A_CHER
Ber2_IGD_046A_REZN,,voiceovers\ber2\mast\Ber2_IGD_046A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_046A_REZN
Ber2_IGD_047A_CHER,,voiceovers\ber2\mast\Ber2_IGD_047A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_047A_CHER
Ber2_IGD_048A_REZN,,voiceovers\ber2\mast\Ber2_IGD_048A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_048A_REZN_A
Ber2_IGD_049A_REZN,,voiceovers\ber2\mast\Ber2_IGD_049A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_049A_REZN
Ber2_IGD_050A_REZN,,voiceovers\ber2\mast\Ber2_IGD_050A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_050A_REZN_A
Ber2_IGD_051A_REZN,,voiceovers\ber2\mast\Ber2_IGD_051A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_051A_REZN_A
Ber2_IGD_052A_CHER,,voiceovers\ber2\mast\Ber2_IGD_052A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_052A_CHER
Ber2_IGD_053A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_053A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_053A_RUR1
Ber2_IGD_054A_REZN,,voiceovers\ber2\mast\Ber2_IGD_054A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_054A_REZN_A
Ber2_IGD_055A_REZN,,voiceovers\ber2\mast\Ber2_IGD_055A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_055A_REZN_A
Ber2_IGD_056A_REZN,,voiceovers\ber2\mast\Ber2_IGD_056A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_056A_REZN_B
Ber2_IGD_057A_REZN,,voiceovers\ber2\mast\Ber2_IGD_057A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_057A_REZN
Ber2_IGD_058A_REZN,,voiceovers\ber2\mast\Ber2_IGD_058A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_058A_REZN
Ber2_IGD_060A_REZN,,voiceovers\ber2\mast\Ber2_IGD_060A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_060A_REZN
Ber2_IGD_061A_REZN,,voiceovers\ber2\mast\Ber2_IGD_061A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_061A_REZN_A
Ber2_IGD_062A_REZN,,voiceovers\ber2\mast\Ber2_IGD_062A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_062A_REZN
Ber2_IGD_063A_REZN,,voiceovers\ber2\mast\Ber2_IGD_063A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_063A_REZN_B
Ber2_IGD_064A_REZN,,voiceovers\ber2\mast\Ber2_IGD_064A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_064A_REZN
Ber2_IGD_065A_REZN,,voiceovers\ber2\mast\Ber2_IGD_065A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_065A_REZN_A
Ber2_IGD_066A_REZN,,voiceovers\ber2\mast\Ber2_IGD_066A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_066A_REZN_B
Ber2_IGD_067A_CHER,,voiceovers\ber2\mast\Ber2_IGD_067A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_067A_CHER
Ber2_IGD_068A_REZN,,voiceovers\ber2\mast\Ber2_IGD_068A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_068A_REZN
Ber2_IGD_069A_REZN,,voiceovers\ber2\mast\Ber2_IGD_069A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_069A_REZN
Ber2_IGD_200A_REZN,,voiceovers\ber2\mast\Ber2_IGD_200A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_200A_REZN
Ber2_IGD_070A_REZN,,voiceovers\ber2\mast\Ber2_IGD_070A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_070A_REZN
Ber2_IGD_071A_REZN,,voiceovers\ber2\mast\Ber2_IGD_071A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_071A_REZN_A
Ber2_IGD_072A_CHER,,voiceovers\ber2\mast\Ber2_IGD_072A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_072A_CHER
Ber2_IGD_073A_REZN,,voiceovers\ber2\mast\Ber2_IGD_073A_REZN_alt.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_073A_REZN_alt
Ber2_IGD_074A_REZN,,voiceovers\ber2\mast\Ber2_IGD_074A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_074A_REZN_A
Ber2_IGD_075A_REZN,,voiceovers\ber2\mast\Ber2_IGD_075A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_075A_REZN
Ber2_IGD_076A_REZN,,voiceovers\ber2\mast\Ber2_IGD_076A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_076A_REZN
Ber2_IGD_077A_REZN,,voiceovers\ber2\mast\Ber2_IGD_077A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_077A_REZN_B
Ber2_IGD_078A_REZN,,voiceovers\ber2\mast\Ber2_IGD_078A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_078A_REZN_A
Ber2_IGD_079A_REZN,,voiceovers\ber2\mast\Ber2_IGD_079A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_079A_REZN
Ber2_IGD_201A_REZN,,voiceovers\ber2\mast\Ber2_IGD_201A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_201A_REZN_A
Ber2_IGD_080A_REZN,,voiceovers\ber2\mast\Ber2_IGD_080A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_080A_REZN
Ber2_IGD_081A_REZN,,voiceovers\ber2\mast\Ber2_IGD_081A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_081A_REZN
Ber2_IGD_082A_REZN,,voiceovers\ber2\mast\Ber2_IGD_082A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_082A_REZN_B
Ber2_IGD_083A_REZN,,voiceovers\ber2\mast\Ber2_IGD_083A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_083A_REZN
Ber2_IGD_401A_REZN,,voiceovers\ber2\mast\Ber2_IGD_401A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_401A_REZN
Ber2_IGD_402A_CHER,,voiceovers\ber2\mast\Ber2_IGD_402A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_402A_CHER
Ber2_IGD_403A_CHER,,voiceovers\ber2\mast\Ber2_IGD_403A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_403A_CHER
Ber2_IGD_404A_REZN,,voiceovers\ber2\mast\Ber2_IGD_404A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_404A_REZN
Ber2_IGD_405A_REZN,,voiceovers\ber2\mast\Ber2_IGD_405A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_405A_REZN
Ber2_IGD_084A_REZN,,voiceovers\ber2\mast\Ber2_IGD_084A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_084A_REZN
Ber2_IGD_406A_CHER,,voiceovers\ber2\mast\Ber2_IGD_406A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_406A_CHER
Ber2_IGD_407A_REZN,,voiceovers\ber2\mast\Ber2_IGD_407A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_407A_REZN
Ber2_IGD_408A_REZN,,voiceovers\ber2\mast\Ber2_IGD_408A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_408A_REZN
Ber2_IGD_085A_REZN,,voiceovers\ber2\mast\Ber2_IGD_085A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_085A_REZN
Ber2_IGD_086A_REZN,,voiceovers\ber2\mast\Ber2_IGD_086A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_086A_REZN
Ber2_IGD_409A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_409A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_409A_RUR1
Ber2_IGD_410A_RUR2,,voiceovers\ber2\mast\Ber2_IGD_410A_RUR2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_410A_RUR2
Ber2_IGD_411A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_411A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_411A_RUR1
Ber2_IGD_412A_RUR2,,voiceovers\ber2\mast\Ber2_IGD_412A_RUR2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_412A_RUR2
Ber2_IGD_413A_REZN,,voiceovers\ber2\mast\Ber2_IGD_413A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_413A_REZN_A
Ber2_IGD_414A_CHER,,voiceovers\ber2\mast\Ber2_IGD_414A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_414A_CHER
Ber2_IGD_087A_REZN,,voiceovers\ber2\mast\Ber2_IGD_087A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_087A_REZN
Ber2_IGD_088A_REZN,,voiceovers\ber2\mast\Ber2_IGD_088A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_088A_REZN_A
Ber2_IGD_089A_RUR2,,voiceovers\ber2\mast\Ber2_IGD_089A_RUR2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_089A_RUR2
Ber2_IGD_090A_REZN,,voiceovers\ber2\mast\Ber2_IGD_090A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_090A_REZN
Ber2_IGD_091A_CHER,,voiceovers\ber2\mast\Ber2_IGD_091A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_091A_CHER
