name,platform,mature,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig,subtitle
See2_IGD_624A_COMM,,,voiceovers\see2\mast\See2_IGD_624A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_624A_COMM
See2_IGD_625A_REZN,,,voiceovers\see2\mast\See2_IGD_625A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_625A_REZN
See2_IGD_626A_REZN,,,voiceovers\see2\mast\See2_IGD_626A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_626A_REZN
See2_IGD_627A_REZN,,,voiceovers\see2\mast\See2_IGD_627A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_627A_REZN
See2_IGD_628A_REZN,,,voiceovers\see2\mast\See2_IGD_628A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_628A_REZN
See2_IGD_629A_REZN,,,voiceovers\see2\mast\See2_IGD_629A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_629A_REZN
See2_IGD_630A_REZN,,,voiceovers\see2\mast\See2_IGD_630A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_630A_REZN
See2_IGD_525A_REZN,,,voiceovers\see2\mast\See2_IGD_525A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_525A_REZN
See2_IGD_526A_REZN,,,voiceovers\see2\mast\See2_IGD_526A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_526A_REZN
See2_IGD_527A_REZN,,,voiceovers\see2\mast\See2_IGD_527A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_527A_REZN
See2_IGD_528A_REZN,,,voiceovers\see2\mast\See2_IGD_528A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_528A_REZN
See2_IGD_529A_REZN,,,voiceovers\see2\mast\See2_IGD_529A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_529A_REZN
See2_IGD_530A_REZN,,,voiceovers\see2\mast\See2_IGD_530A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_530A_REZN
See2_IGD_531A_REZN,,,voiceovers\see2\mast\See2_IGD_531A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_531A_REZN
See2_IGD_700A_REZN,,,voiceovers\see2\mast\See2_IGD_700A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_700A_REZN
See2_IGD_701A_REZN,,,voiceovers\see2\mast\See2_IGD_701A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_701A_REZN
See2_IGD_702A_REZN,,,voiceovers\see2\mast\See2_IGD_702A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_702A_REZN
See2_IGD_703A_COMM,,,voiceovers\see2\mast\See2_IGD_703A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_703A_COMM
See2_IGD_704A_COMM,,,voiceovers\see2\mast\See2_IGD_704A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_704A_COMM
See2_IGD_705A_COMM,,,voiceovers\see2\mast\See2_IGD_705A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_705A_COMM
See2_IGD_706A_COMM,,,voiceovers\see2\mast\See2_IGD_706A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_706A_COMM
See2_IGD_707A_COMM,,,voiceovers\see2\mast\See2_IGD_707A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_707A_COMM
See2_OUT_004A_RUR1,,,voiceovers\see2\mast\See2_OUT_004A_RUR1.wav,,0.7,0.7,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,0.5,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_005A_RUR2,,,voiceovers\see2\mast\See2_OUT_005A_RUR2.wav,,0.7,0.7,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,0.5,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_006A_RUR2,,,voiceovers\see2\mast\See2_OUT_006A_RUR2.wav,,0.7,0.7,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,0.5,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_007A_RUR2,,,voiceovers\see2\mast\See2_OUT_007A_RUR2.wav,,0.7,0.7,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,0.5,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_008A_RUR1,,,voiceovers\see2\mast\See2_OUT_008A_RUR1.wav,,0.7,0.7,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,0.5,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_009A_RUR1,,,voiceovers\see2\mast\See2_OUT_009A_RUR1.wav,,0.7,0.7,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,0.5,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_010A_CHER,,,voiceovers\see2\mast\See2_OUT_010A_CHER.wav,,0.3,0.3,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_011A_RUR2,,,voiceovers\see2\mast\See2_OUT_011A_RUR2.wav,,0.5,0.5,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,
See2_OUT_000A_REZN,,,voiceovers\see2\mast\See2_OUT_000A_REZN.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_000A_REZN
See2_OUT_001A_REZN,,,voiceovers\see2\mast\See2_OUT_001A_REZN.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_001A_REZN
See2_OUT_002A_REZN,,,voiceovers\see2\mast\See2_OUT_002A_REZN.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_002A_REZN
See2_OUT_012A_REZN,,,voiceovers\see2\mast\See2_OUT_012A_REZN.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_012A_REZN
See2_OUT_013A_REZN,,,voiceovers\see2\mast\See2_OUT_013A_REZN_B.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_013A_REZN_B
See2_OUT_014A_REZN,,,voiceovers\see2\mast\See2_OUT_014A_REZN_B.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_014A_REZN_B
See2_OUT_015A_REZN,,,voiceovers\see2\mast\See2_OUT_015A_REZN_A.wav,,1,1,500,2800,1,reject,,,voice,,curve4,0.25,3200,,,1,1,,3d,streamed,,,master,,,,,,,,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_OUT_015A_REZN_A
See2_IGD_533A_REZN,,,voiceovers\see2\mast\See2_IGD_533A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,master,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_533A_REZN
See2_IGD_534A_REZN,,,voiceovers\see2\mast\See2_IGD_534A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,master,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_534A_REZN
See2_IGD_535A_REZN,,,voiceovers\see2\mast\See2_IGD_535A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,master,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_535A_REZN
See2_IGD_537A_REZN,,,voiceovers\see2\mast\See2_IGD_537A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,master,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_537A_REZN
#outro walla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See1_IGD_703A_RURS,,,voiceovers\see1\See1_IGD_703A_RURS.wav,,0.7,0.7,2000,3000,,,,,voice,,curve5,1,5000,,,1,1,,3d,streamed,,looping,0.7,,,,,,,,,,,,,,,no,no,,,100,100,0.25,1,,,


tank_turret_spin,,,SFX/null.wav,,1,1,500,3000,1,reject,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,,,,,,,,,,,,,,,,,,,25,80,0.25,1,,,
tank_turret_stop,,,SFX/null.wav,,1,1,500,3000,1,reject,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,,,,,,,,,,,,,,,,,,,25,80,0.25,1
pacific_fake_fire,,,SFX/null.wav,,1,1,500,3000,1,reject,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,,,,,,,,,,,,,,,,,,,25,80,0.25,1
panzeriv_turret_spin,,,SFX/null.wav,,1,1,500,3000,1,reject,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,,,,,,,,,,,,,,,,,,,25,80,0.25,1
panzeriv_turret_stop,,,SFX/null.wav,,1,1,500,3000,1,reject,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,,,,,,,,,,,,,,,,,,,25,80,0.25,1
